,rental_id,rent,Unit Price ($/ft2),Discount Rate (γ),Balanced Price,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,NEW NEIGHBOR,borough,
1562,3603,3450,5.574,0.7749206845,7.192356283,1,1,619,10,28,29,1,0,0,0,1,0,0,0,Midtown West,Midtown,Manhattan,
1579,1819,3350,4.786,0.7749206845,6.175747249,1,1,700,2,38,34,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1599,4837,4000,5.333,0.7749206845,6.882424795,1,1,750,13,19,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1609,2497,3905,5.734,0.7749206845,7.399743619,1,1,681,1,18,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1628,5509,4000,5.970,0.7749206845,7.70420686,1,1,670,2,28,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1661,1098,3900,4.785,0.7749206845,6.175181756,1,1,815,2,17,38,1,0,1,0,0,1,0,0,Midtown West,Midtown,Manhattan,
1665,850,3600,4.743,0.7749206845,6.120733513,1,1,759,13,11,9,0,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
1666,2342,6995,5.659,1,5.659385113,1,2,1236,5,11,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1717,10381,2845,5.771,0.7819792921,7.379723649,0.5,1,493,10,6,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1722,8016,5295,5.936,0.9466046632,6.270937473,2,2,892,10,10,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1774,7286,2500,6.250,0.7819792921,7.992539014,0.5,1,400,2,10,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1808,166,2835,5.751,0.7819792921,7.353784375,0.5,1,493,10,12,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1816,5966,3150,3.500,0.9333084504,3.750099979,3,1,900,5,3,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1820,1584,4875,6.124,0.7749206845,7.903224139,1,1,796,2,20,38,0,0,0,0,0,0,1,0,Midtown West,Midtown,Manhattan,
1821,1195,9000,5.629,0.9466046632,5.946006863,2,2,1599,2,29,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1827,10502,3060,7.574,0.7819792921,9.686007676,0.5,1,404,12,20,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1850,1477,2585,6.463,0.7819792921,8.26428534,0.5,1,400,6,2,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1873,4278,5750,5.374,0.9466046632,5.676954683,2,2,1070,2,41,9,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
1878,13,3700,5.286,0.7749206845,6.820974574,1,1,700,10,37,13,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1884,706,3800,6.496,0.7749206845,8.382440456,1,1,585,2,32,38,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1886,5588,4500,5.945,0.7749206845,7.671130675,1,1,757,2,37,38,0,0,0,0,1,0,0,0,Midtown West,Midtown,Manhattan,
1896,2445,3700,4.993,0.7749206845,6.443565724,1,1,741,2,25,9,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
1909,5976,2650,4.417,0.7819792921,5.648060903,0.5,1,600,4,4,52,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1917,9652,3600,6.844,0.7819792921,8.752286069,0.5,1,526,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1934,1518,4400,5.656,0.7749206845,7.2982011,1,1,778,2,46,9,0,0,1,0,1,0,0,0,Midtown West,Midtown,Manhattan,
1936,9886,3200,5.470,0.7749206845,7.058897226,1,1,585,2,20,38,1,0,1,0,0,0,0,1,Midtown West,Midtown,Manhattan,
1943,7462,2600,5.029,0.7819792921,6.431133907,0.5,1,517,2,2,28,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1957,4038,4850,6.432,0.7749206845,8.300669825,1,1,754,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1967,4345,3742,5.997,0.7749206845,7.738591822,1,1,624,12,9,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1971,262,3995,4.439,0.8618439948,5.150455205,2,1,900,10,1,91,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
1985,8043,1700,3.778,0.7819792921,4.831045804,0.5,1,450,3,5,86,0,0,0,1,1,1,0,0,Midtown West,Midtown,Manhattan,
2013,8614,3530,5.101,0.7749206845,6.582810565,1,1,692,10,3,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2016,7781,2600,4.333,0.7819792921,5.541493716,0.5,1,600,3,3,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2026,9766,3450,6.437,0.7749206845,8.306098021,1,1,536,1,19,29,0,0,1,1,0,1,0,0,Midtown West,Midtown,Manhattan,
2030,1086,3635,5.346,0.7749206845,6.89823919,1,1,680,1,22,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2051,6670,3570,5.409,0.7749206845,6.980186511,1,1,660,1,6,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2066,8931,3900,5.409,0.7749206845,6.980267866,1,1,721,3,19,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2079,901,4250,5.313,0.9660789048,5.499033229,3,2,800,13,46,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2082,10503,2700,6.618,0.7819792921,8.462688368,0.5,1,408,6,10,14,1,0,0,0,1,0,0,0,Midtown West,Midtown,Manhattan,
2086,9898,3295,4.955,0.7749206845,6.394057246,1,1,665,13,5,9,1,0,0,0,0,0,1,0,Midtown West,Midtown,Manhattan,
2093,2794,3400,5.097,0.7749206845,6.578029695,1,1,667,2,12,9,0,1,0,1,1,1,1,1,Midtown West,Midtown,Manhattan,
2097,3443,2495,3.838,0.7749206845,4.953360538,1,1,650,6,3,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2131,514,3300,4.903,0.7749206845,6.327637952,1,1,673,2,5,27,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2144,2065,3100,4.429,0.8618439948,5.138483827,2,1,700,6,3,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2153,9824,5100,5.829,0.7749206845,7.521507098,1,1,875,2,39,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2156,894,8000,7.273,0.9833575907,7.395811393,4,2,1100,13,23,9,1,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2172,10161,3425,5.029,0.7749206845,6.49017206,1,1,681,1,15,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2189,2680,2760,6.699,0.7819792921,8.566760263,0.5,1,412,6,9,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2195,9846,3800,5.672,0.7749206845,7.318996517,1,1,670,2,28,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2201,714,3350,5.251,0.7749206845,6.775898236,1,1,638,2,23,28,0,0,1,1,1,0,0,0,Midtown West,Midtown,Manhattan,
2203,904,2500,6.250,0.7819792921,7.992539014,0.5,1,400,2,4,28,0,1,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
2205,8994,3395,4.244,0.8618439948,4.924035006,2,1,800,3,3,126,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2231,6082,5460,4.923,0.9466046632,5.201067103,2,2,1109,7,12,7,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2243,3629,3800,5.588,0.7749206845,7.211364215,1,1,680,12,3,8,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2248,5207,4895,5.379,0.9466046632,5.68254213,2,2,910,10,11,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2252,4622,3170,5.523,0.7819792921,7.062396843,0.5,1,574,1,8,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2261,10103,2595,3.460,0.8618439948,4.014647687,2,1,750,10,2,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2266,3198,3620,5.485,0.7749206845,7.077948227,1,1,660,10,8,16,1,1,1,0,1,1,0,0,Midtown West,Midtown,Manhattan,
2272,11316,1995,4.988,0.7819792921,6.378046133,0.5,1,400,5,4,106,1,0,0,1,1,1,0,0,Midtown West,Midtown,Manhattan,
2280,9176,3050,6.137,0.7819792921,7.847804907,0.5,1,497,3,32,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2301,8017,3375,5.444,0.7749206845,7.024652324,1,1,620,10,20,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2309,3098,4595,5.406,0.9333084504,5.792171228,3,1,850,5,3,116,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2316,917,3800,5.429,0.7749206845,7.005325238,1,1,700,13,21,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2317,2040,2900,6.824,0.7819792921,8.725972006,0.5,1,425,2,3,28,0,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
2327,10362,3000,5.000,0.8618439948,5.801513998,2,1,600,6,4,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2358,5218,4300,4.619,0.7749206845,5.960209443,1,1,931,2,2,84,0,0,0,0,1,1,0,0,Midtown West,Midtown,Manhattan,
2373,6231,7500,5.585,0.9466046632,5.899519095,2,2,1343,2,5,27,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2396,8020,3500,5.102,0.7749206845,6.583952291,1,1,686,10,24,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2409,4174,2500,3.846,0.7749206845,4.963287112,1,1,650,4,4,96,1,1,0,0,0,0,0,1,Midtown West,Midtown,Manhattan,
2419,7283,2550,6.375,0.7819792921,8.152389794,0.5,1,400,2,12,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2432,566,12500,7.813,0.9660789048,8.086813573,3,2,1600,2,38,38,0,0,0,0,0,1,0,0,Midtown West,Midtown,Manhattan,
2439,3041,4500,5.226,0.8618439948,6.064300347,2,1,861,4,21,37,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
2452,269,6000,5.000,0.9660789048,5.175560687,3,2,1200,3,5,53,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2467,6673,3645,5.352,0.7749206845,6.907059025,1,1,681,1,6,19,1,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
2476,1048,2353,4.278,0.7819792921,5.470965614,0.5,1,550,12,21,17,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2480,2619,3450,5.219,0.7819792921,6.67455603,0.5,1,661,2,42,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2490,3602,6350,5.639,0.9660789048,5.837444114,3,2,1126,10,3,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2504,711,3670,5.342,0.7749206845,6.893695141,1,1,687,10,8,7,1,0,0,0,0,1,1,0,Midtown West,Midtown,Manhattan,
2529,5943,3350,4.786,0.8618439948,5.552877684,2,1,700,3,1,53,1,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
2531,8525,2200,3.826,0.8618439948,4.439419407,2,1,575,8,2,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2532,669,2500,6.329,0.7819792921,8.093710394,0.5,1,395,12,1,8,1,0,0,1,0,0,0,0,Midtown West,Midtown,Manhattan,
2536,5271,2850,3.800,0.7749206845,4.903727667,1,1,750,1,2,96,0,0,1,0,1,0,0,0,Midtown West,Midtown,Manhattan,
2537,6964,5897,6.130,0.9466046632,6.475710366,2,2,962,12,18,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2558,11128,2999,3.332,0.7749206845,4.300081658,1,1,900,6,4,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2562,5447,2995,4.862,0.7749206845,6.274207263,1,1,616,9,6,105,0,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
2568,489,4000,5.000,0.7749206845,6.452273245,1,1,800,13,38,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2579,1753,5950,6.611,1,6.611111111,1,2,900,1,44,29,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
2582,1120,4750,4.793,0.9466046632,5.063505844,2,2,991,10,38,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2593,6671,3645,5.473,0.7749206845,7.062623417,1,1,666,1,6,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2594,4938,3650,3.650,0.7819792921,4.667642784,0.5,1,1000,9,6,104,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2628,10568,2900,3.625,0.8618439948,4.206097649,2,1,800,5,5,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2642,3634,6800,6.538,0.9660789048,6.768040898,3,2,1040,4,9,37,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2649,9533,5830,5.314,0.9466046632,5.614269907,2,2,1097,1,23,19,1,0,0,1,0,0,0,0,Midtown West,Midtown,Manhattan,
2663,10013,3300,6.600,0.7749206845,8.517000684,1,1,500,1,14,51,1,0,0,0,0,0,1,0,Midtown West,Midtown,Manhattan,
2664,7044,2495,5.736,0.7819792921,7.33476224,0.5,1,435,8,24,28,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2677,2554,3550,6.239,0.7819792921,7.978492372,0.5,1,569,2,29,38,0,0,0,1,1,1,0,0,Midtown West,Midtown,Manhattan,
2685,10160,3450,5.211,0.7749206845,6.725179062,1,1,662,1,19,19,1,1,0,0,1,0,0,1,Midtown West,Midtown,Manhattan,
2690,55,6600,5.468,0.9466046632,5.776543204,2,2,1207,2,48,9,0,1,1,1,1,0,0,1,Midtown West,Midtown,Manhattan,
2697,2783,5400,2.700,0.9466046632,2.852299492,2,2,2000,9,1,104,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2707,10265,4000,5.000,0.7749206845,6.452273245,1,1,800,2,36,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2728,10065,2700,6.475,0.7819792921,8.280040417,0.5,1,417,2,19,28,0,1,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
2745,905,7900,5.967,0.9466046632,6.303336127,2,2,1324,8,7,1,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2775,9494,6150,5.462,0.9660789048,5.653587606,3,2,1126,10,9,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2784,469,5800,5.626,0.8618439948,6.527406632,2,1,1031,1,2,19,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2794,5,1875,4.167,0.7819792921,5.328359343,0.5,1,450,3,5,116,0,0,0,1,0,0,0,0,Midtown West,Midtown,Manhattan,
2799,3776,3365,5.480,0.7749206845,7.072279958,1,1,614,6,3,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2813,9231,4273,5.910,0.7749206845,7.626711916,1,1,723,9,7,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2821,913,3300,3.667,0.8618439948,4.254443599,2,1,900,1,3,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2835,573,5454,4.545,0.9466046632,4.801370812,2,2,1200,1,18,51,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2842,7659,3350,5.022,0.7749206845,6.481293965,1,1,667,2,14,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2852,8609,5975,4.882,0.9466046632,5.156889816,2,2,1224,1,19,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2857,7398,3500,5.691,0.7819792921,7.277759102,0.5,1,615,2,29,38,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2864,10972,3195,3.994,0.8618439948,4.633959306,2,1,800,8,1,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2871,896,3650,5.214,0.7749206845,6.728799242,1,1,700,13,16,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2875,5152,4200,4.421,0.7749206845,5.705167922,1,1,950,1,2,76,0,0,1,1,0,0,0,0,Midtown West,Midtown,Manhattan,
2894,8356,2650,4.417,0.7819792921,5.648060903,0.5,1,600,4,4,52,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2917,10226,3300,5.366,0.7819792921,6.861887153,0.5,1,615,2,21,38,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
2941,9022,5020,5.218,0.9466046632,5.512644741,2,2,962,10,7,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2960,10512,3600,5.538,0.7819792921,7.082619188,0.5,1,650,10,8,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2971,9716,2900,4.006,0.7749206845,5.16894818,1,1,724,10,21,7,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2988,2664,2900,5.273,0.7819792921,6.74279655,0.5,1,550,2,7,84,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
2999,707,3200,5.203,0.7749206845,6.714560776,1,1,615,2,14,9,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
3022,4583,2650,6.576,0.7819792921,8.409023677,0.5,1,403,2,4,28,0,0,0,1,0,0,0,1,Midtown West,Midtown,Manhattan,
3044,9936,3195,5.195,0.7749206845,6.704069275,1,1,615,2,4,9,1,0,1,0,0,0,0,1,Midtown West,Midtown,Manhattan,
3072,10462,3499,5.383,0.7749206845,6.946616642,1,1,650,1,7,51,1,0,0,0,1,1,0,0,Midtown West,Midtown,Manhattan,
3089,1106,6650,6.394,0.9660789048,6.618745878,3,2,1040,4,8,37,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3109,5373,3100,5.647,0.7819792921,7.220945994,0.5,1,549,2,6,84,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3115,1247,2400,4.174,0.7749206845,5.386245492,1,1,575,3,3,96,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3122,8569,6700,6.442,0.9660789048,6.668510885,3,2,1040,4,24,37,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3144,10389,3200,4.494,0.7749206845,5.799796176,1,1,712,2,4,9,1,0,0,0,1,1,0,0,Midtown West,Midtown,Manhattan,
3152,3891,3215,5.803,0.7749206845,7.488829778,1,1,554,6,5,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3184,9422,2050,3.727,0.7749206845,4.809876419,1,1,550,8,1,106,0,1,0,0,1,1,0,1,Midtown West,Midtown,Manhattan,
3193,8124,5950,6.153,0.7749206845,7.940232846,1,1,967,2,30,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3210,10525,4009,6.168,0.7749206845,7.959127213,1,1,650,12,12,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3213,6891,4500,5.859,0.7749206845,7.561257709,1,1,768,2,48,9,0,0,0,1,1,1,0,0,Midtown West,Midtown,Manhattan,
3232,6524,2395,6.141,0.7819792921,7.853181923,0.5,1,390,8,5,28,1,1,1,1,1,0,0,1,Midtown West,Midtown,Manhattan,
3237,7783,3399,3.798,0.8618439948,4.406557783,2,1,895,4,2,106,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3240,2221,4200,5.600,0.7749206845,7.226546035,1,1,750,1,3,29,0,0,0,1,1,0,0,0,Midtown West,Midtown,Manhattan,
3254,1031,17900,4.864,0.9660789048,5.03492045,3,2,3680,4,11,106,0,0,1,1,1,0,0,0,Midtown West,Midtown,Manhattan,
3277,2936,7500,6.068,0.9466046632,6.410237981,2,2,1236,1,8,29,1,0,0,1,1,1,0,1,Midtown West,Midtown,Manhattan,
3294,3604,6350,5.639,0.9660789048,5.837444114,3,2,1126,10,3,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3295,1613,3950,5.922,0.7749206845,7.642122734,1,1,667,4,6,37,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3307,6554,4390,4.960,0.7749206845,6.401238316,1,1,885,2,37,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3311,8604,4640,5.485,0.9466046632,5.794006498,2,2,846,6,12,14,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3321,1687,3800,5.802,0.7749206845,7.486607124,1,1,655,10,3,0,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3322,1892,4650,5.909,0.7749206845,7.624668511,1,1,787,2,24,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3330,5802,3200,5.324,0.7749206845,6.870973173,1,1,601,2,16,28,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3333,6909,3988,6.330,0.7749206845,8.168782763,1,1,630,12,14,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3371,5548,3213,7.336,0.7819792921,9.380832092,0.5,1,438,12,19,4,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3387,6666,3670,5.569,0.7749206845,7.186598729,1,1,659,10,9,16,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3398,7205,4750,5.226,0.8618439948,6.063188447,2,1,909,2,4,11,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3400,4638,2870,6.172,0.7749206845,7.964741598,1,1,465,1,3,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3413,1605,3195,3.994,0.8618439948,4.633959306,2,1,800,8,5,115,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3414,229,4500,3.863,0.7749206845,4.984588773,1,1,1165,2,4,86,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3415,459,2625,4.565,0.7749206845,5.891206007,1,1,575,6,4,86,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3425,9493,4130,4.370,0.9466046632,4.61689081,2,2,945,10,9,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3426,2110,3300,5.641,0.7749206845,7.279487764,1,1,585,2,33,28,0,1,0,1,1,0,0,1,Midtown West,Midtown,Manhattan,
3442,457,3799,4.749,0.7749206845,6.128046515,1,1,800,13,19,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3448,11149,3060,5.083,0.7819792921,6.500244354,0.5,1,602,1,8,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3453,9836,6300,4.406,0.9466046632,4.654101735,2,2,1430,2,31,9,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3459,7826,6800,6.182,0.9466046632,6.530517355,2,2,1100,13,43,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3474,3535,3060,6.525,0.7819792921,8.343597231,0.5,1,469,1,16,19,1,0,0,1,0,1,0,0,Midtown West,Midtown,Manhattan,
3488,11131,5493,4.578,0.9466046632,4.835704046,2,2,1200,3,35,15,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3491,2142,3895,3.895,0.8618439948,4.519379405,2,1,1000,1,1,96,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3510,9495,3375,5.452,0.7749206845,7.036000712,1,1,619,10,22,29,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3518,5389,6600,6.352,0.9660789048,6.575303278,3,2,1039,4,11,37,0,0,1,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3519,2653,3620,5.502,0.7749206845,7.099461747,1,1,658,10,10,16,1,1,1,0,1,1,1,0,Midtown West,Midtown,Manhattan,
3520,1985,3125,5.000,0.7819792921,6.394031211,0.5,1,625,1,3,19,1,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3526,10787,3800,6.179,0.7749206845,7.973540921,1,1,615,2,25,9,0,0,0,0,0,0,0,0,Midtown West,Midtown,Manhattan,
3537,5188,3475,5.338,0.7749206845,6.888371591,1,1,651,6,5,14,1,0,1,1,1,1,0,1,Midtown West,Midtown,Manhattan,
408,4167,2995,3.993,0.7749206845,5.153215565,1,1,750,2,12,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
538,9393,5200,3.467,0.9833575907,3.525336764,4,2,1500,1,1,91,1,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
751,558,4500,3.214,0.9833575907,3.2686845,4,2,1400,2,4,107,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
813,9783,3250,3.611,0.7749206845,4.659975122,1,1,900,2,1,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
1514,9128,3250,3.611,0.7749206845,4.659975122,1,1,900,2,6,106,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
1549,8131,3200,4.923,0.8618439948,5.712259937,2,1,650,2,7,107,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
1747,9340,4095,4.095,0.8618439948,4.751439965,2,1,1000,2,9,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
1965,8145,2300,6.571,0.7819792921,8.403583878,0.5,1,350,2,9,107,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
2210,10018,3950,5.267,0.7749206845,6.796394485,1,1,750,2,7,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
2234,7239,3995,3.995,0.8618439948,4.635409685,2,1,1000,2,6,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
2591,10319,3195,4.260,0.7749206845,5.497336805,1,1,750,2,13,91,0,1,0,1,1,1,1,1,Morningside Heights,Upper Manhattan,Manhattan,
3409,5419,5000,3.571,0.9709523514,3.678273776,4,1,1400,1,5,91,1,0,0,1,1,0,0,1,Morningside Heights,Upper Manhattan,Manhattan,
3418,6693,4995,3.330,0.9660789048,3.446923417,3,2,1500,2,4,91,0,0,0,0,0,0,0,0,Morningside Heights,Upper Manhattan,Manhattan,
1159,9759,3995,5.675,0.8618439948,6.584388757,2,1,704,2,8,28,1,0,0,0,0,0,0,0,Nolita,Downtown,Manhattan,
1217,5027,6400,4.267,0.9660789048,4.416478452,3,2,1500,3,7,29,0,0,0,0,0,0,0,0,Nolita,Downtown,Manhattan,
1352,11241,6200,4.133,0.9660789048,4.278463501,3,2,1500,3,7,29,0,0,0,0,0,0,0,0,Nolita,Downtown,Manhattan,
1524,5827,3695,5.685,0.7749206845,7.335738351,1,1,650,3,2,29,1,1,0,1,1,0,0,1,Nolita,Downtown,Manhattan,
1736,52,9000,9.000,0.9466046632,9.507664973,2,2,1000,5,6,3,1,0,0,0,0,0,0,0,Nolita,Downtown,Manhattan,
2947,5249,7450,7.450,0.8618439948,8.644255858,2,1,1000,3,3,61,0,0,0,0,0,0,0,0,Nolita,Downtown,Manhattan,
3018,11282,6850,5.708,0.9466046632,6.030324543,2,2,1200,2,4,116,0,1,1,1,0,1,1,0,Nolita,Downtown,Manhattan,
